FundManagerID,Funmager,DegreeID,Degree,UniversityID,University,Major,MajorChara
30607903,王建华,2,硕士研究生,10149414,复旦大学,产业经济学,5
30632738,江逸舟,2,硕士研究生,10143878,厦门大学,经济学,5
30632738,江逸舟,3,本科,10143953,华中科技大学,管理学,6
30632018,陈浩,1,博士研究生,,N/A,经济学,5
30432877,杨喆,2,硕士研究生,,N/A,经济学,5
30381795,陶曙斌,2,硕士研究生,,N/A,经济学,5
30635066,肖帅,2,硕士研究生,10229532,中国科学院大学,管理学,6
3E+19,张竞,2,硕士研究生,,N/A,经济学,5
30378693,光磊,2,硕士研究生,10229494,浙江大学,理学,1
30443856,李绍,2,硕士研究生,10143857,东北财经大学,经济学,5
3E+19,杨逸君,2,硕士研究生,10143878,厦门大学,数量经济学,5
30548048,张超梁,2,硕士研究生,10390463,中国科学院数学与系统科学研究院,管理科学与工程,6
3E+19,李林益,2,硕士研究生,10143850,北京大学,工学,1
30635864,王顺利,2,硕士研究生,10143878,厦门大学,金融工程,5
30635867,范帆,2,硕士研究生,10241664,爱丁堡大学,金融与投资,5
3E+19,郑双超,2,硕士研究生,10143851,清华大学,计算数学,1
30635862,魏昕宇,2,硕士研究生,,N/A,N/A,
30623792,唐奥,2,硕士研究生,10241660,英国利兹大学,金融,5
30635990,陆文杰,2,硕士研究生,10226507,上海交通大学,应用数学理学,1
30635990,陆文杰,2,硕士研究生,10395053,巴黎中央理工学院,工程,1
30635991,李昕悦,2,硕士研究生,10241660,利兹大学,金融,5
30635991,李昕悦,2,硕士研究生,10241660,利兹大学,会计,4
30635980,吴心怡,2,硕士研究生,,N/A,N/A,
30600642,章俊,2,硕士研究生,10226510,同济大学,金融学,5
30438420,刘健维,2,硕士研究生,,N/A,金融,5
30636151,周少博,2,硕士研究生,10143850,北京大学,世界经济,5
30636203,张轩,2,硕士研究生,10143850,北京大学,计算机技术,1
3E+19,董晖,2,硕士研究生,10143861,上海财经大学,金融学,5
30636173,沈成,2,硕士研究生,10226507,上海交通大学,技术经济及管理,3
30636162,郑英亮,2,硕士研究生,,N/A,N/A,
3E+19,钟奇,1,博士研究生,,N/A,N/A,
3E+19,姚学康,2,硕士研究生,,N/A,N/A,
30636178,邱楠宇,2,硕士研究生,10104898,中国社会科学院,金融学,5
30636149,李婷婷,2,硕士研究生,10143850,北京大学,金融,5
30636175,王娟娟,2,硕士研究生,,N/A,N/A,
30636171,谭跃峰,3,本科,,N/A,N/A,
30636148,王璐,2,硕士研究生,,N/A,N/A,
30636144,张育浩,2,硕士研究生,,N/A,N/A,
30636152,刘星洋,2,硕士研究生,,N/A,N/A,
30566070,李彦,2,硕士研究生,,N/A,经济学,5
30594141,邹建,2,硕士研究生,10143851,清华大学,工学,1
30636378,钱玲玲,2,硕士研究生,10226737,南京大学,经济学,5
30440119,高春梅,2,硕士研究生,10143850,北京大学,工商管理,3
30636374,徐奥千,2,硕士研究生,10385972,维多利亚大学,经济,5
30636371,祝璐琛,2,硕士研究生,,N/A,经济学,5
30636375,时慕蓉,2,硕士研究生,,N/A,金融学,5
30636389,金烨,2,硕士研究生,,N/A,N/A,
30636372,朱舟扬,1,博士研究生,10238976,香港大学,哲学,7
30573965,孟杰,2,硕士研究生,10143850,北京大学,理学,1
30636443,李丛文,1,博士研究生,10143735,南开大学,金融学,5
30541925,翟羽佳,2,硕士研究生,10144025,中国科学技术大学,物理电子学,1
30636520,唐国磊,1,博士研究生,10386639,法国巴黎第十一大学,物理学,1
3E+19,王小根,2,硕士研究生,,N/A,N/A,
3E+19,钟贇,2,硕士研究生,10143850,北京大学,西方经济学,5
30636601,吴振华,2,硕士研究生,,N/A,管理学,6
30636600,王灏,2,硕士研究生,10128393,西南财经大学,金融,5
3E+19,谢天卉,1,博士研究生,10228933,哈尔滨工业大学,工学,1
30618702,何彪,2,硕士研究生,10143878,厦门大学,金融工程,5
30567446,董超,2,硕士研究生,10143851,清华大学,机械工程,1
30636787,孙梦祎,2,硕士研究生,,N/A,N/A,
30636920,吕晓威,2,硕士研究生,10226507,上海交通大学,工学,1
30636918,王夫伟,2,硕士研究生,,N/A,金融学,5
30636917,李松阳,2,硕士研究生,,N/A,工学,1
30611034,刘波,2,硕士研究生,10228933,哈尔滨工业大学,N/A,
3E+19,白玉,2,硕士研究生,10403039,英国雷丁大学,理学,1
30637243,熊健,2,硕士研究生,10389282,英国帝国理工学院,风险管理与金融工程,5
30637242,LI TONG,2,硕士研究生,,N/A,N/A,
30637241,王阳峰,2,硕士研究生,,N/A,理学,1
30637239,陈颖,2,硕士研究生,,N/A,N/A,
30637238,唐家伟,2,硕士研究生,10224613,华东师范大学,金融学,5
30637238,唐家伟,3,本科,10226763,合肥工业大学,热能与工程,1
30637345,阎安琪,2,硕士研究生,10241651,杜兰大学,金融学,5
30563395,高德勇,3,本科,10226737,南京大学,理学,1
30637631,杨孝梅,2,硕士研究生,10226507,上海交通大学,管理学,6
30637718,王璇,2,硕士研究生,10229098,伦敦大学,金融学,5
30637630,邱博文,2,硕士研究生,,N/A,N/A,
30378569,董承非,2,硕士研究生,,N/A,理学,1
30370415,冯福章,1,博士研究生,,N/A,N/A,
30637826,王帅,2,硕士研究生,10149414,复旦大学,N/A,
3E+19,刘冬,2,硕士研究生,10128393,西南财经大学,金融学,5
30637957,易圣倩,2,硕士研究生,10226737,南京大学,政治经济学,5
30638035,孟浩之,2,硕士研究生,,N/A,N/A,
3E+19,刘斌斌,2,硕士研究生,10229187,山东大学,金融学,5
30436209,林暐,2,硕士研究生,,N/A,经济学,5
3E+19,肖彦,2,硕士研究生,10143850,北京大学,管理学,6
30376856,张景松,2,硕士研究生,,N/A,N/A,
30638127,张天洋,2,硕士研究生,,N/A,N/A,
30638122,谭幸,2,硕士研究生,,N/A,N/A,
30638124,胡阗洋,2,硕士研究生,,N/A,N/A,
30607709,李中阳,2,硕士研究生,,N/A,工学,1
30638218,吴中昊,2,硕士研究生,,N/A,N/A,
30638219,姚奕帆,2,硕士研究生,10389168,华威大学,金融学,5
30294149,郭敏,2,硕士研究生,10226510,同济大学,材料学,1
30382884,邹立虎,2,硕士研究生,,N/A,经济学,5
30143372,陈列江,2,硕士研究生,,N/A,经济学,5
3E+19,段吉华,2,硕士研究生,,N/A,经济学,5
30326062,欧子辰,2,硕士研究生,,N/A,N/A,
30377392,蔡晓,2,硕士研究生,10585227,中国科学院半导体研究所,微电子与固体电子学,1
30382639,周木林,1,博士研究生,10585232,中国科学院物理研究所,N/A,
30635992,朱莹,3,本科,10143861,上海财经大学,经济学,5
30635992,朱莹,2,硕士研究生,10143861,上海财经大学,国际商务,3
30638680,陈帅,2,硕士研究生,10144025,中国科学技术大学,N/A,
30635992,朱莹,2,硕士研究生,10224606,北卡罗莱纳大学,数理金融,5
30628925,王宏,2,硕士研究生,10143878,厦门大学,金融工程,5
30638740,何文逸,2,硕士研究生,10128393,西南财经大学,金融学,5
30286709,金凤,2,硕士研究生,10229548,中央财经大学,工商管理,3
30638739,须智宸,2,硕士研究生,10386327,波士顿大学,N/A,
30638895,魏越锋,2,硕士研究生,10224600,北京航空航天大学,工学,1
30638993,刘含,2,硕士研究生,,N/A,N/A,
30639099,王悦宁,2,硕士研究生,,N/A,理学,1
30639112,魏璇,2,硕士研究生,,N/A,N/A,
30639109,孙硕,2,硕士研究生,10143850,北京大学,计算机技术,1
30637596,王帆,1,博士研究生,10143851,清华大学,仪器科学与技术,1
30639207,陈佶,3,本科,10389334,伦敦南岸大学,金融与会计学,5
30639207,陈佶,2,硕士研究生,10445701,英国萨塞克斯大学,管理及金融学,6
3E+19,赵建,2,硕士研究生,,N/A,N/A,
30549140,李汉楠,2,硕士研究生,10143850,北京大学,经济学,5
30639204,张乐涛,2,硕士研究生,,N/A,N/A,
30639199,解锐,2,硕士研究生,10143851,清华大学,金融,5
30638043,王瑶,2,硕士研究生,,N/A,工商管理,3
30639299,陈曦,2,硕士研究生,10229126,南加州大学,金融工程,5
30639299,陈曦,3,本科,10226510,同济大学,交通工程,1
3E+19,蒋晓锋,2,硕士研究生,10226877,中国农业大学,工商管理,3
3E+19,曹玉龙,2,硕士研究生,10226507,上海交通大学,管理学,6
3E+19,曹玉龙,3,本科,10224613,华东师范大学,数学,1
3E+19,于航,1,博士研究生,10149414,复旦大学,理学,1
30639362,晏曦,2,硕士研究生,,N/A,N/A,
30639363,傅洪哲,2,硕士研究生,,N/A,药剂学,7
30603821,潘泓宇,2,硕士研究生,10389509,马里兰大学,会计学,4
30264851,汪华春,2,硕士研究生,10226737,南京大学,企业管理,3
30256066,刘芷冰,2,硕士研究生,10143850,北京大学,西方经济学,5
30243576,杨挺,2,硕士研究生,10229379,天津大学,工学,1
30286640,乔敏,3,本科,10143851,清华大学,工学,1
30440179,严婧璧,2,硕士研究生,10123973,中国人民大学,金融学,5
30286640,乔敏,2,硕士研究生,10229488,长江商学院,工商管理,3
30635876,于志浩,2,硕士研究生,10228796,大连理工大学,船舶与海洋结构物设计制造,1
30638044,于珅,3,本科,10226507,上海交通大学,金融学,5
3E+19,何俊春,2,硕士研究生,10224597,华东理工大学,工商管理,3
30597767,傅煜清,2,硕士研究生,10391003,加拿大麦克马斯特大学,工商管理,3
30599499,刘俊杰,2,硕士研究生,10226532,上海理工大学,国民经济学,5
30575200,余东发,2,硕士研究生,10143735,南开大学,经济学,5
30639298,卞正,3,本科,10143851,清华大学,工学,1
30394713,刘瑞,2,硕士研究生,10108675,美国哥伦比亚大学,计算机科学与技术,1
30632246,刘腾飞,2,硕士研究生,10229555,重庆大学,N/A,
3E+19,刘强,2,硕士研究生,10143851,清华大学,应用经济学,5
3E+19,刘杰,2,硕士研究生,10149414,复旦大学,数量经济学,5
30420102,叶青,2,硕士研究生,10143735,南开大学,保险学,7
30409585,向伟,1,博士研究生,10238981,香港科技大学,计算机科学与工程学,1
3E+19,吴翰,1,博士研究生,10229494,浙江大学,管理学,6
30621636,刘昇,1,博士研究生,10229494,浙江大学,电气工程,1
30632244,刘屾,2,硕士研究生,10233369,美国乔治华盛顿大学,N/A,
30579778,刘新正,2,硕士研究生,10143850,北京大学,N/A,
30639298,卞正,2,硕士研究生,10143851,清华大学,管理学,6
3E+19,吴勇,3,本科,10226507,上海交通大学,材料工程,1
3E+19,周健,2,硕士研究生,10143735,南开大学,经济学,5
3E+19,郭康斌,2,硕士研究生,,N/A,N/A,
30273994,江琦,2,硕士研究生,10226507,上海交通大学,金融学,5
30273994,江琦,3,本科,10226507,上海交通大学,生物工程,1
30639579,曾炳祥,2,硕士研究生,10226507,上海交通大学,N/A,
30639580,季运佳,3,本科,10143861,上海财经大学,N/A,
30617549,周宏成,2,硕士研究生,10445452,挪威经济学院,经济学,5
30617549,周宏成,2,硕士研究生,10389141,格拉斯哥大学,会计学,4
3E+19,安安,2,硕士研究生,,N/A,N/A,
30639581,臧子琪,2,硕士研究生,,N/A,N/A,
3E+19,征茂平,1,博士研究生,,N/A,N/A,
30420169,赵宪成,2,硕士研究生,,N/A,N/A,
30293961,张俊,2,硕士研究生,,N/A,工商管理,3
30378516,丁杰科,3,本科,,N/A,经济学,5
30378516,丁杰科,3,本科,,N/A,法学,7
30559218,张瀚宇,2,硕士研究生,,N/A,工商管理,3
3E+19,付方宝,2,硕士研究生,10226877,中国农业大学,N/A,
3E+19,傅岳鹏,2,硕士研究生,10143851,清华大学,材料科学与工程,1
30378516,丁杰科,2,硕士研究生,,N/A,产业经济学,5
30639583,高君,2,硕士研究生,10228704,北京工业大学,经济学,5
30639591,王晗,2,硕士研究生,,N/A,N/A,
30639699,王祺,2,硕士研究生,10388475,美国旧金山大学,金融分析,5
30639695,林伟,3,本科,10226507,上海交通大学,工学,1
30639695,林伟,3,本科,10226507,上海交通大学,管理学,6
30639695,林伟,2,硕士研究生,,N/A,N/A,
30639696,杨建楠,2,硕士研究生,,N/A,N/A,
30631014,郑欣,2,硕士研究生,10143878,厦门大学,经济学,5
30435817,邓娟,2,硕士研究生,,N/A,经济学,5
3E+19,黄侃,2,硕士研究生,,N/A,经济学,5
30381354,乔海英,3,本科,10229379,天津大学,制药工程,7
30639841,葛亮,2,硕士研究生,10143861,上海财经大学,N/A,
30639860,孙权,2,硕士研究生,,N/A,N/A,
30639833,吴栋栋,2,硕士研究生,,N/A,N/A,
3E+19,向志辉,2,硕士研究生,10143861,上海财经大学,N/A,
30639928,崔宁,2,硕士研究生,10143851,清华大学,N/A,
30639928,崔宁,3,本科,10143851,清华大学,N/A,
30382296,岳帅,2,硕士研究生,,N/A,N/A,
30395254,吴尚,2,硕士研究生,,N/A,理学,1
30639930,王跃文,3,本科,10235830,北京化工大学,N/A,
30615579,胡羿,2,硕士研究生,10149414,复旦大学,金融学,5
3E+19,柳祚勇,2,硕士研究生,,N/A,N/A,
3E+19,黄韵,2,硕士研究生,10143869,武汉大学,"金融学,经济学",5
3E+19,刘淼,2,硕士研究生,10143850,北京大学,工商管理,3
3E+19,夏高,1,博士研究生,10143851,清华大学,工学,1
30380853,刘旭,2,硕士研究生,10143878,厦门大学,管理学,6
30639834,牛歌,2,硕士研究生,,N/A,N/A,
30640087,朱剑胜,2,硕士研究生,10226737,南京大学,N/A,
30640070,刘益成,2,硕士研究生,10143850,北京大学,计算机应用,1
3E+19,陈连权,2,硕士研究生,,N/A,经济学,5
3E+19,周思捷,2,硕士研究生,10143861,上海财经大学,经济学,5
30640138,邸明轩,2,硕士研究生,10226507,上海交通大学,计算机科学,1
30606130,周文超,3,本科,10149414,复旦大学,理学,1
30606130,周文超,2,硕士研究生,10389282,英国帝国理工学院,理学,1
30573209,张伟锋,2,硕士研究生,10226507,上海交通大学,MBA/EMBA,2
3E+19,吴春杰,2,硕士研究生,,N/A,N/A,
30442120,王丹,3,本科,10143878,厦门大学,理学,1
30640221,马丽娜,2,硕士研究生,,N/A,N/A,
30600137,江刘玮,2,硕士研究生,,N/A,经济学,5
3E+19,苏秉毅,2,硕士研究生,10143851,清华大学,经济学,5
30567720,胡奕,2,硕士研究生,10226507,上海交通大学,金融,5
30640348,闵锐,2,硕士研究生,,N/A,N/A,
30409792,詹杰,2,硕士研究生,10143851,清华大学,工学,1
30640286,张伟,2,硕士研究生,10143850,北京大学,微电子学,1
30593893,王磊,2,硕士研究生,104432,中国人民银行研究生部,经济学,5
30628464,徐项楠,2,硕士研究生,,N/A,N/A,
30564269,郑澄然,2,硕士研究生,,N/A,金融学,5
30596370,张天麒,2,硕士研究生,,N/A,会计学,4
3E+19,朱志权,3,本科,10143861,上海财经大学,金融证券,5
3E+19,孙伟,2,硕士研究生,10143850,北京大学,"金融学,经济学",5
3E+19,秦绪文,2,硕士研究生,10238976,香港大学,工商管理,3
30556133,施荣盛,1,博士研究生,,N/A,经济学,5
30573020,郑宇光,3,本科,10143850,北京大学,金融学,5
30573020,郑宇光,3,本科,10143850,北京大学,应用数学,1
3E+19,倪超,2,硕士研究生,,N/A,金融投资学,5
3E+19,倪超,2,硕士研究生,,N/A,经济学,5
30382308,翟云飞,1,博士研究生,10144025,中国科学技术大学,统计与金融,5
30640405,张浩硕,2,硕士研究生,,N/A,金融工程,5
30571664,张子乔,2,硕士研究生,10143850,北京大学,金融学,5
3E+19,赵兵,2,硕士研究生,,N/A,N/A,
30636600,王灏,3,本科,10143851,清华大学,自动化,1
30625813,刘力,2,硕士研究生,,N/A,理学,1
30563491,王毅文,2,硕士研究生,,N/A,经济学,5
30390816,缪夏美,2,硕士研究生,10149414,复旦大学,金融学,5
30640779,杜朋哲,2,硕士研究生,10241655,美国罗格斯大学,金融统计和风险管理,5
30294574,余李平,2,硕士研究生,10143861,上海财经大学,金融学,5
30615475,游臻,2,硕士研究生,10371322,新加坡管理大学,应用金融理学,5
3E+19,徐嶒,2,硕士研究生,10238973,香港中文大学,哲学,7
30640626,李恒,1,博士研究生,,N/A,理学,1
30382391,张雪,2,硕士研究生,,N/A,工商管理,3
30640942,于润泽,3,本科,10149380,中南财经政法大学,金融工程,5
30640942,于润泽,2,硕士研究生,10385464,纽约大学,金融工程,5
30640943,邓达,2,硕士研究生,,N/A,N/A,
30640944,鲍武斌,2,硕士研究生,,N/A,N/A,
3E+19,冯雨生,2,硕士研究生,10143850,北京大学,金融学,5
3E+19,应帅,2,硕士研究生,10143850,北大光华管理学院,管理学,6
3E+19,刘树坤,2,硕士研究生,10226877,中国农业大学,农业经济管理,6
3E+19,罗文杰,2,硕士研究生,10233376,美国加州大学,计算机科学,1
30576286,孙磊,3,本科,10224613,华东师范大学,化学,1
30576286,孙磊,2,硕士研究生,10224613,华东师范大学,金融学,5
3E+19,郑伟,2,硕士研究生,10149414,复旦大学,经济学,5
30640941,张少辉,2,硕士研究生,10228933,哈尔滨工业大学,工学,1
3E+19,徐艳芳,2,硕士研究生,10143851,清华大学,N/A,
30601600,谢雨芮,2,硕士研究生,10236275,英国斯特灵大学,N/A,
30556630,周楷宁,2,硕士研究生,10143850,北京大学,工商管理,3
30641398,恩学海,2,硕士研究生,10454320,美国本特利大学,工商管理,3
30641398,恩学海,2,硕士研究生,10389837,美国东北大学,计算机,1
30641398,恩学海,3,本科,10143851,清华大学,计算机,1
30368709,邹玲玲,2,硕士研究生,10229546,中山大学,金融学,5
30382544,周锦程,2,硕士研究生,10149414,复旦大学,西方经济学,5
30392669,马韬,2,硕士研究生,10143861,上海财经大学,N/A,
3E+19,洪慧梅,2,硕士研究生,10226510,同济大学,金融学,5
30641578,张琦,1,博士研究生,10389228,莱斯特大学,应用数学,1
30641572,柯贤发,2,硕士研究生,,N/A,金融学,5
30641542,许之捷,2,硕士研究生,10241663,英国杜伦大学,金融学,5
30617102,王斌,2,硕士研究生,10229531,中国科学院,信号与信息处理,1
3E+19,孙澍,2,硕士研究生,,N/A,N/A,
30641853,张子权,2,硕士研究生,10389228,英国莱斯特大学,理学,1
30641814,祁滕,2,硕士研究生,,N/A,工学,1
3E+19,裘倩倩,2,硕士研究生,,N/A,N/A,
30568153,田维,2,硕士研究生,10143850,北京大学,金融学,5
3E+19,孔雀,2,硕士研究生,,N/A,N/A,
30600241,张宇,2,硕士研究生,10386336,英国伯明翰大学,理学,1
3E+19,衣瑛杰,2,硕士研究生,,N/A,经济学,5
30406999,张丽华,2,硕士研究生,10123973,中国人民大学,经济学,5
30576625,江俊晨,2,硕士研究生,,N/A,环球商业管理,7
30635869,柴明,2,硕士研究生,10226507,上海交通大学,工程,1
30641540,邢程,2,硕士研究生,,N/A,应用经济学,5
30382643,张永超,2,硕士研究生,10143851,清华大学,工商管理,3
30642139,莫一帆,3,本科,,N/A,N/A,
30642141,于春超,3,本科,10149380,中南财经政法大学,金融工程,5
30642141,于春超,2,硕士研究生,10385464,纽约大学,金融工程,5
30642143,王越,2,硕士研究生,,N/A,N/A,
3E+19,周平,2,硕士研究生,10149414,复旦大学,国际政治,7
3E+19,杨晓斌,2,硕士研究生,,N/A,经济学,5
30431158,曹治国,3,本科,10149381,华南理工大学经济与贸易学院,金融学,5
30547029,何崇恺,2,硕士研究生,,N/A,管理学,6
30406584,吴昊,2,硕士研究生,10224603,北京邮电大学,计算机,1
30406584,吴昊,3,本科,10224603,北京邮电大学,计算机,1
3E+19,杜才鸣,2,硕士研究生,,N/A,经济学,5
30642206,李更,2,硕士研究生,,N/A,N/A,
3E+19,杨逸君,3,本科,10143861,上海财经大学,统计学,1
3E+19,杨逸君,3,本科,10143861,上海财经大学,工商管理学,3
3E+19,刘朝阳,2,硕士研究生,,N/A,经济学,5
30640625,潘李剑,2,硕士研究生,,N/A,经济学,5
30642387,张洋,2,硕士研究生,10229429,西北大学,金融学,5
30642388,周斌,2,硕士研究生,,N/A,经济学,5
3E+19,何晓彬,1,博士研究生,,N/A,经济学,5
30619271,黄亦磊,2,硕士研究生,,N/A,理学,1
30247791,季成翔,2,硕士研究生,10403018,美国克拉克大学,金融学,5
30642564,韩雪,2,硕士研究生,,N/A,N/A,
30568158,王高,2,硕士研究生,,N/A,工程,1
30642660,蒙麒羽,2,硕士研究生,10389570,美国福特汉姆大学,管理,6
30412521,吴畏,2,硕士研究生,,N/A,N/A,
30642840,王凌霄,2,硕士研究生,,N/A,N/A,
30642857,郭志斌,2,硕士研究生,10226507,上海交通大学,统计学,1
3E+19,胡云峰,2,硕士研究生,,N/A,经济学,5
3E+19,黄万青,2,硕士研究生,10123973,中国人民大学,经济学,5
3E+19,王楠,3,本科,10143850,北京大学,金融数学,5
3E+19,王楠,2,硕士研究生,10143851,清华大学,工商管理,3
30604813,李申,2,硕士研究生,10505380,美国德克萨斯大学达拉斯分校,金融学,5
3E+19,孟阳,2,硕士研究生,,N/A,经济学,5
3E+19,楼华锋,2,硕士研究生,10226507,上海交通大学,通信与信息系统,1
30643130,周丹娜,2,硕士研究生,10589323,法国里尔第二大学,国际金融分析,5
30378593,杜磊,2,硕士研究生,10357438,美国伊利诺伊大学,工商管理,3
30643265,邢瑶,2,硕士研究生,,N/A,经济学,5
30643262,李少华,2,硕士研究生,,N/A,N/A,
30381892,魏庆国,2,硕士研究生,10143850,北京大学,经济学,5
30568008,刘勇驿,2,硕士研究生,10229114,亚利桑那州立大学,金融学,5
30643388,张剑滔,2,硕士研究生,10143869,武汉大学,金融学,5
3E+19,奚鹏洲,3,本科,,N/A,理学,1
30382623,邹唯,2,硕士研究生,10229531,中国科学院,遗传学,7
30643320,刘娜,2,硕士研究生,,N/A,经济学,5
30643768,陈功谋,2,硕士研究生,10143869,武汉大学,会计,4
30643771,梁策,2,硕士研究生,,N/A,管理学,6
30626353,庄磊,1,博士研究生,10229548,中央财经大学,金融学,5
30640287,李超,2,硕士研究生,108038,斯坦福大学,材料,1
30640287,李超,2,硕士研究生,108038,斯坦福大学,管理,6
30640287,李超,3,本科,10143851,清华大学,工学,1
30636359,陈潇扬,3,本科,10143851,清华大学,工学,1
30643907,张文浩,2,硕士研究生,,N/A,金融学,5
30638037,郑乐凯,2,硕士研究生,10143850,北京大学,经济学,5
30572317,王骏杰,3,本科,10143861,上海财经大学,市场营销学,6
30636359,陈潇扬,2,硕士研究生,10143851,清华大学,金融,5
3E+19,李腾飞,2,硕士研究生,,N/A,金融学,5
30637146,徐越,3,本科,10226507,上海交通大学,理学,1
30577138,李丹,3,本科,10123973,中国人民大学,管理学,6
30637146,徐越,2,硕士研究生,10241647,美国威斯康星大学麦迪逊分校,N/A,
30577138,李丹,2,硕士研究生,10123973,中国人民大学,管理学,6
3E+19,冉凌浩,2,硕士研究生,10241662,英国曼彻斯特大学,金融学,5
3E+19,钱伟华,2,硕士研究生,,N/A,N/A,
3E+19,林剑平,2,硕士研究生,,N/A,N/A,
30559160,彭振中,1,博士研究生,10228729,北京师范大学,金融学,5
30610235,侯嘉敏,3,本科,10143851,清华大学,工程,1
30619957,叶帅,1,博士研究生,,N/A,数学,1
30643886,张琦,1,博士研究生,,N/A,工学,1
30583660,丁杨,2,硕士研究生,,N/A,经济学,5
30635865,胡骏,2,硕士研究生,,N/A,理学,1
3E+19,周珊珊,2,硕士研究生,10143850,北京大学,软件工程,1
30434170,蔡荣成,2,硕士研究生,,N/A,金融,5
3E+19,周珊珊,3,本科,10143878,厦门大学,经济学,5
3E+19,张洪磊,2,硕士研究生,10226888,对外经济贸易大学,金融学,5
3E+19,桑劲乔,2,硕士研究生,10385759,澳大利亚麦考瑞大学,金融学,5
30557616,齐炜中,2,硕士研究生,10590383,英国约克大学,金融学,5
3E+19,李天颖,2,硕士研究生,10590383,英国约克大学,金融管理学,5
3E+19,王恒楠,2,硕士研究生,10590383,英国约克大学,数学金融,5
30564713,朱佳,2,硕士研究生,10590383,英国约克大学,商业金融与管理,5
30433118,孙静佳,2,硕士研究生,10590383,英国约克大学,会计与金融管理,6
3E+19,陈志龙,2,硕士研究生,10590383,英国约克大学,经济与金融,5
30410755,那赛男,2,硕士研究生,10590383,英国约克大学,商务金融管理,5
30600708,吴慧文,2,硕士研究生,10143869,武汉大学,金融工程,5
3E+19,李进,2,硕士研究生,,N/A,经济学,5
30632729,张振琪,2,硕士研究生,,N/A,金融,5
30591375,廖帅,3,本科,10229371,国立政治大学,资讯管理学,7
30591375,廖帅,3,本科,10229371,国立政治大学,经济学,5
30644822,翟相栋,2,硕士研究生,,N/A,N/A,
3E+19,张岩,2,硕士研究生,10143850,北京大学,金融学,5
3E+19,杨刚,2,硕士研究生,,N/A,工学,1
30393256,吴海健,2,硕士研究生,10143953,华中科技大学,金融学,5
30572369,杜聪,2,硕士研究生,10149414,复旦大学,金融学,5
30645047,董清源,2,硕士研究生,,N/A,金融学,5
30645140,石玉山,1,博士研究生,10226507,上海交通大学,经济学,5
30645139,王梓林,2,硕士研究生,,N/A,N/A,
30645222,孙博斐,2,硕士研究生,,N/A,管理学,6
30645230,贺天元,2,硕士研究生,,N/A,N/A,
30645144,宫正,2,硕士研究生,,N/A,经济学,5
3E+19,闫思倩,2,硕士研究生,,N/A,工程,1
30608869,贾健,2,硕士研究生,,N/A,工学,1
30645299,王晓川,2,硕士研究生,10143851,清华大学,N/A,
30615759,张楠,2,硕士研究生,10386336,英国伯明翰大学,理学,1
30615759,张楠,1,博士研究生,10386336,英国伯明翰大学,理学,1
30570346,陈樱子,2,硕士研究生,,N/A,理学,1
30385489,冯骋,1,博士研究生,,N/A,理学,1
30411865,黄艺明,2,硕士研究生,10143878,厦门大学,经济学,5
30599979,任涛,2,硕士研究生,10143851,清华大学,生物医学工程,7
30645651,李亚寅,2,硕士研究生,,N/A,经济学,5
3E+19,张艳,2,硕士研究生,,N/A,经济学,5
30645719,赵旸,2,硕士研究生,,N/A,经济学,5
30382515,赵小强,2,硕士研究生,104432,中国人民银行研究生部,金融学,5
30645818,张昆,2,硕士研究生,,N/A,国际商务,3
30645819,鲁娜,2,硕士研究生,,N/A,药学,7
30645820,张瑞,2,硕士研究生,,N/A,N/A,
3E+19,罗聪,2,硕士研究生,,N/A,N/A,
30646014,唐忠,2,硕士研究生,10226507,上海交通大学,管理科学与工程,6
30645922,王怀勋,2,硕士研究生,10123973,中国人民大学,金融,5
3E+19,刘建岩,2,硕士研究生,10226888,对外经贸大学,"经济学,金融学",5
30382277,杨宇俊,1,博士研究生,10226888,对外经济贸易大学,金融工程,5
3E+19,侯昊,2,硕士研究生,,N/A,经济学,5
30646435,夏琰,3,本科,10236278,新西兰梅西大学,会计学,4
3E+19,汪洋,2,硕士研究生,,N/A,理学,1
30440697,张璐,2,硕士研究生,10226507,上海交通大学,N/A,
30388992,方孝成,2,硕士研究生,10123973,中国人民大学,经济学,5
30646592,汪湛,2,硕士研究生,,N/A,N/A,
30646601,田瑞国,2,硕士研究生,,N/A,金融学,5
3E+19,徐彦,2,硕士研究生,10149414,复旦大学,管理学,6
3E+19,李博,2,硕士研究生,10143851,清华大学,工学,1
30625814,张晓,2,硕士研究生,,N/A,经济学,5
30403860,张雪薇,2,硕士研究生,,N/A,金融,5
30562998,蒋科,2,硕士研究生,,N/A,经济学,5
30564268,王瑞冬,2,硕士研究生,10143851,清华大学,工学,1
30646858,郑伟山,2,硕士研究生,,N/A,N/A,
30646860,李曾卓卓,2,硕士研究生,,N/A,经济学,5
30646861,申鹏,3,本科,10143851,清华大学,N/A,
30646861,申鹏,2,硕士研究生,10386655,法国国立工艺学院,N/A,
30646890,蔡旻昊,1,博士研究生,10224606,美国北卡罗莱纳大学,金融学,5
3E+19,田文舟,2,硕士研究生,,N/A,管理学,6
3E+19,郎振东,2,硕士研究生,,N/A,经济学,5
3E+19,彭琦岭,2,硕士研究生,,N/A,工商管理,3
30563092,陈宇庭,2,硕士研究生,,N/A,金融学,5
30576721,武幼辉,1,博士研究生,,N/A,经济学,5
3E+19,杨浩波,2,硕士研究生,,N/A,经济学,5
30434909,罗洋,2,硕士研究生,,N/A,理学,1
