behavior_id,user_id,product_id,behavior_type,behavior_time,duration_seconds
B00016341,U003802,P001998,点击,2025-12-14 01:42:35.795243,464
B00016342,U002607,P000648,浏览,2026-01-02 14:56:35.795243,484
B00016343,U004034,P001199,点击,2026-02-10 02:12:35.795243,264
B00016344,U000345,P001784,收藏,2026-01-17 18:25:35.795243,0
B00016345,U002427,P001912,浏览,2026-02-01 02:11:35.795243,266
B00016346,U004228,P000932,浏览,2026-01-16 23:41:35.795243,352
B00016347,U001235,P000841,浏览,2026-01-18 13:11:35.795243,182
B00016348,U004813,P001562,收藏,2026-02-25 17:46:35.795243,0
B00016349,U001619,P001620,收藏,2025-12-11 21:24:35.795243,0
B00016350,U004173,P000742,加购,2025-12-26 13:51:35.795243,0
B00016351,U001164,P001147,浏览,2026-01-12 07:55:35.795243,502
B00016352,U003200,P000838,点击,2026-02-11 09:22:35.795243,443
B00016353,U000754,P001698,收藏,2026-01-26 01:35:35.795243,0
B00016354,U001591,P000060,浏览,2026-02-24 02:46:35.795243,427
B00016355,U004163,P001175,浏览,2025-12-30 03:27:35.795243,396
B00016356,U004568,P001789,点击,2025-12-05 05:41:35.795243,192
B00016357,U004247,P000487,浏览,2025-12-18 18:41:35.795243,316
B00016358,U004100,P000737,浏览,2026-01-26 01:25:35.795243,158
B00016359,U003090,P000637,点击,2026-01-22 16:17:35.795243,525
B00016360,U002572,P001621,浏览,2025-12-14 13:46:35.795243,185
B00016361,U004352,P001705,收藏,2026-02-10 11:58:35.795243,0
B00016362,U003107,P001370,点击,2026-01-09 17:45:35.795243,212
B00016363,U004686,P001093,加购,2025-12-27 00:43:35.795243,0
B00016364,U001887,P001786,点击,2026-01-09 22:57:35.795243,505
B00016365,U004419,P001207,点击,2026-03-05 06:54:35.795243,451
B00016366,U004549,P000585,浏览,2025-12-30 19:45:35.795243,416
B00016367,U003904,P000380,收藏,2026-02-02 06:20:35.795243,0
B00016368,U002909,P001581,点击,2026-01-06 11:44:35.795243,229
B00016369,U004455,P000061,浏览,2026-02-24 14:51:35.795243,464
B00016370,U004129,P000417,加购,2026-02-01 21:09:35.795243,0
B00016371,U001352,P000473,浏览,2025-12-09 13:59:35.795243,528
B00016372,U000436,P001716,浏览,2026-02-22 05:43:35.795243,560
B00016373,U003491,P000367,浏览,2026-01-24 22:15:35.795243,260
B00016374,U003988,P000337,加购,2025-12-06 04:42:35.795243,0
B00016375,U004945,P000256,浏览,2026-02-16 01:22:35.795243,95
B00016376,U002861,P000360,加购,2026-02-27 10:56:35.795243,0
B00016377,U004173,P000623,点击,2026-01-24 14:12:35.795243,233
B00016378,U001074,P000019,浏览,2026-01-20 20:30:35.795243,42
B00016379,U002490,P001995,浏览,2026-02-26 09:59:35.795243,444
B00016380,U000670,P001800,浏览,2026-03-03 00:58:35.795243,436
B00016381,U000463,P001734,点击,2025-12-13 09:32:35.795243,500
B00016382,U000377,P000646,浏览,2026-02-21 02:48:35.795243,110
B00016383,U002594,P000712,浏览,2026-01-20 04:09:35.795243,150
B00016384,U000436,P000441,加购,2026-02-06 02:10:35.795243,0
B00016385,U001021,P001112,点击,2026-02-14 12:23:35.795243,213
B00016386,U000724,P001596,浏览,2026-03-05 15:31:35.795243,504
B00016387,U002940,P001911,浏览,2026-01-24 05:21:35.795243,549
B00016388,U002203,P000403,点击,2026-01-16 13:24:35.795243,424
B00016389,U004365,P000125,点击,2025-12-19 14:21:35.795243,572
B00016390,U003624,P001204,收藏,2026-02-17 05:37:35.795243,0
B00016391,U002208,P000937,点击,2025-12-07 12:22:35.795243,582
B00016392,U004216,P000347,点击,2025-12-09 22:35:35.795243,261
B00016393,U003386,P000468,浏览,2025-12-21 16:49:35.795243,234
B00016394,U002094,P001880,浏览,2026-02-07 19:02:35.795243,210
B00016395,U002517,P000678,浏览,2026-01-19 21:08:35.795243,580
B00016396,U003454,P000383,浏览,2025-12-24 07:23:35.795243,201
B00016397,U002670,P000325,点击,2026-03-04 11:55:35.795243,443
B00016398,U004027,P000656,浏览,2026-02-09 04:37:35.795243,273
B00016399,U001145,P000551,点击,2026-03-01 14:50:35.795243,369
B00016400,U003009,P000865,点击,2026-01-30 01:52:35.795243,323
B00016401,U001313,P001226,浏览,2025-12-15 16:27:35.795243,561
B00016402,U002560,P000563,点击,2025-12-16 16:42:35.795243,159
B00016403,U003630,P000901,点击,2026-01-15 18:37:35.795243,459
B00016404,U004662,P000116,浏览,2026-01-22 01:15:35.795243,255
B00016405,U001028,P000083,点击,2025-12-05 10:53:35.795243,375
B00016406,U004087,P000446,收藏,2026-01-19 23:14:35.795243,0
B00016407,U001937,P001139,浏览,2026-02-15 06:19:35.795243,269
B00016408,U004848,P000809,浏览,2025-12-18 07:15:35.795243,567
B00016409,U001616,P000085,浏览,2026-01-15 10:52:35.795243,106
B00016410,U004297,P000195,点击,2026-01-08 04:54:35.795243,429
B00016411,U004352,P000059,收藏,2026-02-05 15:00:35.795243,0
B00016412,U000199,P001781,加购,2026-02-02 03:01:35.795243,0
B00016413,U002121,P000860,浏览,2026-01-27 16:34:35.795243,412
B00016414,U000951,P001257,点击,2026-03-02 03:55:35.795243,101
B00016415,U002736,P001171,点击,2026-01-20 20:04:35.795243,289
B00016416,U002267,P001872,浏览,2025-12-31 06:16:35.795243,581
B00016417,U001760,P001598,浏览,2026-01-08 05:10:35.795243,536
B00016418,U001457,P000693,收藏,2025-12-28 16:48:35.795243,0
B00016419,U000407,P001986,点击,2025-12-28 21:55:35.795243,492
B00016420,U000795,P001800,点击,2025-12-23 12:08:35.795243,104
B00016421,U002841,P000814,点击,2026-02-09 22:43:35.795243,32
B00016422,U001117,P000358,浏览,2025-12-30 15:00:35.795243,532
B00016423,U001104,P000652,浏览,2026-01-07 06:26:35.795243,171
B00016424,U004188,P000088,收藏,2026-03-04 00:44:35.795243,0
B00016425,U002580,P001089,浏览,2026-02-24 05:00:35.795243,448
B00016426,U002131,P000978,浏览,2025-12-24 08:46:35.795243,522
B00016427,U004506,P000535,浏览,2026-01-18 01:57:35.795243,156
B00016428,U002492,P000295,浏览,2025-12-20 01:05:35.795243,135
B00016429,U002178,P001084,收藏,2026-01-27 09:50:35.795243,0
B00016430,U004867,P001947,点击,2025-12-13 23:52:35.795243,323
B00016431,U003943,P001977,加购,2026-03-03 07:50:35.795243,0
B00016432,U004280,P000556,浏览,2026-01-27 11:43:35.795243,361
B00016433,U002713,P000748,点击,2026-01-11 16:56:35.795243,66
B00016434,U000365,P001094,浏览,2026-01-24 00:51:35.795243,279
B00016435,U000196,P000924,浏览,2026-01-16 02:09:35.795243,485
B00016436,U004306,P001943,浏览,2026-03-05 15:40:35.795243,157
B00016437,U004231,P001908,浏览,2026-02-13 08:32:35.795243,115
B00016438,U004690,P000546,加购,2025-12-27 02:06:35.795243,0
B00016439,U003655,P001561,浏览,2026-01-07 11:05:35.795243,355
B00016440,U004600,P000907,浏览,2026-01-07 12:35:35.795243,357
B00016441,U004573,P001584,加购,2025-12-21 04:43:35.795243,0
B00016442,U004540,P000833,点击,2026-03-01 01:30:35.795243,390
B00016443,U002732,P001894,浏览,2026-03-01 07:17:35.795243,247
B00016444,U002171,P000138,点击,2025-12-11 18:36:35.795243,149
B00016445,U001986,P001737,收藏,2026-02-01 09:48:35.795243,0
B00016446,U002542,P000410,浏览,2025-12-21 20:42:35.795243,350
B00016447,U003991,P000906,浏览,2026-01-05 13:25:35.795243,156
B00016448,U004486,P001298,点击,2025-12-21 21:58:35.795243,387
B00016449,U002111,P001212,点击,2026-01-13 13:40:35.795243,526
B00016450,U003966,P000329,浏览,2025-12-27 14:08:35.795243,517
B00016451,U003481,P000045,浏览,2026-01-01 15:59:35.795243,531
B00016452,U002568,P000666,加购,2026-02-12 21:29:35.795243,0
B00016453,U004341,P000874,点击,2026-01-26 01:48:35.795243,379
B00016454,U004380,P001929,加购,2026-02-01 14:38:35.795243,0
B00016455,U003893,P000036,收藏,2025-12-08 07:23:35.795243,0
B00016456,U001912,P001679,点击,2025-12-14 19:02:35.795243,527
B00016457,U000711,P000408,浏览,2026-01-03 19:40:35.795243,138
B00016458,U004091,P001960,浏览,2025-12-26 01:59:35.795243,70
B00016459,U001591,P000763,浏览,2025-12-09 22:31:35.795243,150
B00016460,U004751,P000642,收藏,2026-02-25 17:35:35.795243,0
B00016461,U001341,P001412,收藏,2026-02-08 10:07:35.795243,0
B00016462,U000822,P000742,收藏,2026-02-10 02:55:35.795243,0
B00016463,U002245,P000351,收藏,2025-12-12 19:51:35.795243,0
B00016464,U004381,P001556,浏览,2026-01-14 02:47:35.795243,300
B00016465,U001617,P000679,收藏,2025-12-15 13:39:35.795243,0
B00016466,U003181,P001837,浏览,2026-02-17 09:33:35.795243,65
B00016467,U003867,P000154,浏览,2025-12-14 10:12:35.795243,151
B00016468,U004211,P001468,加购,2025-12-11 09:21:35.795243,0
B00016469,U000753,P000197,点击,2026-01-03 20:37:35.795243,222
B00016470,U001932,P000068,点击,2026-01-02 00:02:35.795243,518
B00016471,U002554,P000854,浏览,2026-02-05 11:27:35.795243,122
B00016472,U000331,P001094,点击,2026-01-08 12:12:35.795243,261
B00016473,U003044,P001765,点击,2026-01-18 17:54:35.795243,27
B00016474,U004050,P001142,浏览,2025-12-05 22:04:35.795243,261
B00016475,U000667,P000799,浏览,2026-02-02 18:55:35.795243,53
B00016476,U003387,P000383,浏览,2026-02-09 21:57:35.795243,553
B00016477,U004678,P001733,浏览,2026-03-05 19:51:35.795243,481
B00016478,U000691,P001415,点击,2026-01-15 19:58:35.795243,245
B00016479,U001704,P001022,加购,2025-12-28 15:27:35.795243,0
B00016480,U003078,P000325,浏览,2026-02-22 12:28:35.795243,93
B00016481,U004867,P001284,点击,2025-12-23 21:35:35.795243,237
B00016482,U004378,P001755,浏览,2026-01-01 13:34:35.795243,211
B00016483,U002338,P001225,浏览,2026-01-15 09:53:35.795243,115
B00016484,U002253,P000549,浏览,2025-12-06 14:25:35.795243,162
B00016485,U002952,P000118,浏览,2026-03-01 05:14:35.795243,348
B00016486,U002380,P000514,浏览,2026-03-02 13:29:35.795243,429
B00016487,U001257,P000689,加购,2025-12-24 01:23:35.795243,0
B00016488,U000032,P000979,浏览,2026-02-21 10:07:35.795243,571
B00016489,U000192,P001255,收藏,2026-02-16 16:30:35.795243,0
B00016490,U004503,P001809,浏览,2026-01-26 09:45:35.795243,8
B00016491,U002651,P001041,点击,2026-02-01 14:08:35.795243,398
B00016492,U002083,P001520,加购,2026-02-19 21:14:35.795243,0
B00016493,U003970,P001960,浏览,2026-02-27 10:35:35.795243,251
B00016494,U002380,P000307,浏览,2026-01-09 07:57:35.795243,265
B00016495,U004113,P000370,加购,2026-02-03 06:40:35.795243,0
B00016496,U000854,P001496,收藏,2026-01-06 06:04:35.795243,0
B00016497,U002057,P001485,点击,2025-12-16 17:34:35.795243,519
B00016498,U001302,P000028,浏览,2026-02-01 19:04:35.795243,247
B00016499,U001828,P000890,点击,2026-02-18 21:35:35.795243,430
B00016500,U004263,P001582,收藏,2026-01-06 16:47:35.795243,0
B00016501,U001617,P000882,点击,2025-12-18 22:06:35.795243,353
B00016502,U004123,P001389,点击,2025-12-11 14:08:35.795243,594
B00016503,U000118,P000639,浏览,2025-12-16 04:52:35.795243,304
B00016504,U002787,P000618,点击,2026-02-27 23:32:35.795243,386
B00016505,U002400,P001486,浏览,2025-12-12 19:09:35.795243,362
B00016506,U001297,P000215,浏览,2026-02-25 23:16:35.795243,486
B00016507,U000317,P001623,浏览,2026-01-14 14:09:35.795243,7
B00016508,U003601,P001994,浏览,2025-12-14 01:11:35.795243,87
B00016509,U001720,P000870,收藏,2026-01-22 04:58:35.795243,0
B00016510,U001072,P001585,浏览,2026-01-17 07:50:35.795243,477
B00016511,U001040,P001425,浏览,2026-01-18 08:01:35.795243,174
B00016512,U001494,P000539,浏览,2026-03-03 14:47:35.795243,488
B00016513,U003777,P001726,浏览,2026-02-05 09:58:35.795243,526
B00016514,U001307,P001291,浏览,2026-01-04 23:18:35.795243,366
B00016515,U002062,P001660,加购,2025-12-14 03:50:35.795243,0
B00016516,U001372,P001517,浏览,2026-01-29 06:39:35.795243,221
B00016517,U000367,P000172,浏览,2025-12-18 19:45:35.795243,592
B00016518,U004324,P001900,点击,2026-03-03 03:50:35.795243,546
B00016519,U001652,P001755,点击,2025-12-15 23:59:35.795243,481
B00016520,U003445,P000804,浏览,2025-12-21 02:25:35.795243,273
B00016521,U003890,P001401,浏览,2026-01-03 06:20:35.795243,350
B00016522,U000736,P000656,收藏,2025-12-25 23:44:35.795243,0
B00016523,U003613,P000316,点击,2026-01-13 12:28:35.795243,514
B00016524,U004049,P000471,浏览,2026-02-06 21:04:35.795243,222
B00016525,U003477,P001633,收藏,2026-03-05 13:18:35.795243,0
B00016526,U003132,P001972,点击,2026-02-06 16:22:35.795243,446
B00016527,U000867,P001046,浏览,2026-02-06 22:22:35.795243,278
B00016528,U000660,P000206,浏览,2025-12-17 05:27:35.795243,128
B00016529,U003124,P001101,点击,2026-03-02 07:44:35.795243,262
B00016530,U001860,P001238,加购,2026-03-01 22:37:35.795243,0
B00016531,U002366,P001479,点击,2026-02-14 09:49:35.795243,147
B00016532,U003733,P000377,浏览,2026-01-05 11:17:35.795243,552
B00016533,U004712,P001574,浏览,2026-01-31 08:16:35.795243,418
B00016534,U000489,P001601,浏览,2026-02-07 23:49:35.795243,293
B00016535,U004747,P000691,浏览,2025-12-17 08:47:35.795243,9
B00016536,U001980,P001505,点击,2026-01-27 00:33:35.795243,123
B00016537,U002732,P000854,浏览,2026-01-10 16:05:35.795243,577
B00016538,U002172,P000383,浏览,2026-02-16 12:33:35.795243,87
B00016539,U000706,P000151,浏览,2026-02-20 06:44:35.795243,22
B00016540,U004555,P001407,点击,2026-02-15 02:26:35.795243,88
B00016541,U004773,P001807,浏览,2026-02-27 15:45:35.795243,174
B00016542,U003999,P000364,浏览,2026-01-20 06:28:35.795243,32
B00016543,U001412,P000335,收藏,2026-02-22 06:47:35.795243,0
B00016544,U002694,P000287,浏览,2026-02-11 10:24:35.795243,54
B00016545,U000178,P000924,点击,2025-12-08 14:43:35.795243,194
B00016546,U001359,P000323,浏览,2026-03-02 04:49:35.795243,89
B00016547,U004632,P000426,点击,2026-02-26 22:40:35.795243,33
B00016548,U003602,P000665,收藏,2026-01-31 04:39:35.795243,0
B00016549,U003933,P000801,点击,2025-12-14 02:38:35.795243,460
B00016550,U001696,P001633,浏览,2025-12-27 00:06:35.795243,586
B00016551,U003294,P000407,浏览,2026-01-10 00:33:35.795243,431
B00016552,U001638,P000348,浏览,2026-02-20 16:49:35.795243,254
B00016553,U002906,P000821,收藏,2026-01-17 06:37:35.795243,0
B00016554,U002376,P000144,点击,2026-01-26 12:54:35.795243,390
B00016555,U004697,P000421,浏览,2026-02-04 21:13:35.795243,406
B00016556,U004766,P001413,点击,2026-01-24 00:45:35.795243,6
B00016557,U003486,P000235,点击,2026-01-05 07:30:35.795243,141
B00016558,U002820,P000651,浏览,2026-02-22 19:30:35.795243,9
B00016559,U004919,P000780,收藏,2026-01-08 18:54:35.795243,0
B00016560,U002337,P000277,加购,2026-01-13 06:32:35.795243,0
B00016561,U003421,P000402,点击,2026-03-05 04:05:35.795243,347
B00016562,U001090,P000654,浏览,2026-02-21 00:43:35.795243,102
B00016563,U002162,P001313,加购,2026-01-06 08:41:35.795243,0
B00016564,U003925,P000661,点击,2026-01-10 14:40:35.795243,18
B00016565,U001828,P001434,点击,2026-01-17 18:33:35.795243,205
B00016566,U001620,P001497,浏览,2026-01-22 17:39:35.795243,194
B00016567,U002324,P000488,浏览,2026-01-11 07:26:35.795243,546
B00016568,U002933,P001945,点击,2025-12-12 08:31:35.795243,172
B00016569,U000786,P001059,收藏,2026-02-24 22:10:35.795243,0
B00016570,U003937,P001087,点击,2026-03-05 10:04:35.795243,111
B00016571,U002962,P001138,加购,2026-01-12 05:57:35.795243,0
B00016572,U003059,P000373,浏览,2026-01-09 14:12:35.795243,186
B00016573,U003663,P000887,点击,2026-01-25 19:20:35.795243,368
B00016574,U003715,P001149,浏览,2026-01-04 15:16:35.795243,141
B00016575,U004851,P001172,收藏,2025-12-18 13:11:35.795243,0
B00016576,U004576,P000319,点击,2025-12-25 04:17:35.795243,578
B00016577,U003498,P001730,浏览,2026-02-09 02:09:35.795243,361
B00016578,U000017,P000617,浏览,2026-01-27 17:17:35.795243,372
B00016579,U004143,P000118,加购,2026-02-11 12:09:35.795243,0
B00016580,U004488,P000767,收藏,2026-01-08 10:04:35.795243,0
B00016581,U001064,P001535,点击,2025-12-21 03:58:35.795243,190
B00016582,U000916,P000243,收藏,2025-12-07 06:53:35.795243,0
B00016583,U003916,P000908,浏览,2026-01-03 14:55:35.795243,31
B00016584,U001692,P000544,收藏,2025-12-22 11:33:35.795243,0
B00016585,U000284,P000619,收藏,2026-01-15 01:41:35.795243,0
B00016586,U003006,P000097,收藏,2026-01-15 21:24:35.795243,0
B00016587,U003402,P000304,点击,2026-02-13 00:57:35.795243,137
B00016588,U001750,P000991,点击,2026-02-02 01:08:35.795243,517
B00016589,U001378,P001278,点击,2026-03-02 19:22:35.795243,80
B00016590,U001833,P001400,收藏,2025-12-08 23:37:35.795243,0
B00016591,U004847,P001211,点击,2025-12-17 10:53:35.795243,226
B00016592,U003126,P001300,点击,2025-12-13 20:55:35.795243,348
B00016593,U003854,P000617,浏览,2026-01-08 01:47:35.795243,141
B00016594,U003377,P000869,加购,2026-02-24 10:57:35.795243,0
B00016595,U002367,P000805,浏览,2026-02-21 02:59:35.795243,571
B00016596,U004817,P001576,收藏,2026-01-15 22:56:35.795243,0
B00016597,U001069,P000119,点击,2025-12-14 23:24:35.795243,260
B00016598,U002410,P000957,加购,2026-02-15 15:35:35.795243,0
B00016599,U004103,P001592,加购,2025-12-12 13:07:35.795243,0
B00016600,U004056,P001806,浏览,2026-01-02 18:17:35.795243,256
B00016601,U003261,P001188,收藏,2025-12-20 09:34:35.795243,0
B00016602,U002503,P000204,浏览,2025-12-06 20:15:35.795243,536
B00016603,U004638,P001370,浏览,2025-12-14 02:00:35.795243,548
B00016604,U000369,P000034,点击,2025-12-05 10:55:35.795243,144
B00016605,U004775,P000518,浏览,2025-12-08 01:44:35.795243,560
B00016606,U002434,P000558,浏览,2026-02-04 14:47:35.795243,350
B00016607,U004779,P001741,浏览,2025-12-31 13:33:35.795243,331
B00016608,U000396,P001655,浏览,2026-01-14 17:39:35.795243,502
B00016609,U000540,P000406,加购,2025-12-08 03:55:35.795243,0
B00016610,U002668,P000355,浏览,2026-03-03 09:27:35.795243,580
B00016611,U001171,P001107,浏览,2025-12-24 22:50:35.795243,435
B00016612,U001308,P001175,浏览,2025-12-30 20:18:35.795243,494
B00016613,U003676,P000114,浏览,2025-12-05 23:12:35.795243,401
B00016614,U001531,P001600,浏览,2026-01-14 20:56:35.795243,210
B00016615,U001498,P000608,浏览,2026-02-09 21:39:35.795243,60
B00016616,U003814,P001196,浏览,2025-12-22 05:35:35.795243,168
B00016617,U002758,P000011,收藏,2026-01-20 19:58:35.795243,0
B00016618,U004672,P001604,浏览,2025-12-29 16:22:35.795243,240
B00016619,U002907,P000317,浏览,2026-02-08 13:46:35.795243,367
B00016620,U000885,P000588,收藏,2025-12-23 16:12:35.795243,0
B00016621,U000503,P001592,浏览,2026-02-02 12:11:35.795243,596
B00016622,U002985,P000691,点击,2025-12-28 20:54:35.795243,536
B00016623,U004146,P000063,收藏,2025-12-29 07:10:35.795243,0
B00016624,U003594,P001255,浏览,2025-12-17 01:40:35.795243,540
B00016625,U001994,P001822,浏览,2026-02-02 13:07:35.795243,411
B00016626,U000225,P000010,浏览,2026-02-15 12:41:35.795243,6
B00016627,U002130,P000499,收藏,2025-12-06 14:32:35.795243,0
B00016628,U002230,P000984,浏览,2025-12-05 09:09:35.795243,63
B00016629,U000522,P000919,点击,2026-01-15 18:32:35.795243,61
B00016630,U004999,P001537,浏览,2025-12-27 06:51:35.795243,10
B00016631,U003432,P001584,点击,2026-01-27 15:37:35.795243,24
B00016632,U002976,P001924,收藏,2025-12-16 09:20:35.795243,0
B00016633,U004331,P001911,收藏,2026-01-01 13:30:35.795243,0
B00016634,U001491,P000156,加购,2025-12-18 02:26:35.795243,0
B00016635,U004843,P000172,浏览,2026-02-16 10:05:35.795243,291
B00016636,U002594,P000237,浏览,2026-02-02 23:19:35.795243,408
B00016637,U004139,P001141,点击,2025-12-29 07:37:35.795243,533
B00016638,U004478,P001859,收藏,2025-12-17 22:58:35.795243,0
B00016639,U001157,P000240,收藏,2026-02-11 03:44:35.795243,0
B00016640,U004499,P000386,浏览,2026-01-22 19:12:35.795243,212
B00016641,U003442,P001641,浏览,2025-12-09 17:03:35.795243,372
B00016642,U004150,P000570,浏览,2025-12-05 04:36:35.795243,152
B00016643,U000654,P001798,浏览,2025-12-24 13:16:35.795243,316
B00016644,U002609,P000170,点击,2026-01-31 05:48:35.795243,102
B00016645,U004875,P001809,浏览,2026-02-14 10:30:35.795243,352
B00016646,U000159,P000421,点击,2026-01-08 06:41:35.795243,61
B00016647,U000138,P001964,加购,2026-02-07 15:32:35.795243,0
B00016648,U000533,P001047,点击,2026-02-10 12:05:35.795243,472
B00016649,U004993,P000296,加购,2026-02-21 17:56:35.795243,0
B00016650,U003374,P001237,点击,2025-12-24 08:13:35.795243,434
B00016651,U000715,P001708,点击,2026-01-13 15:21:35.795243,372
B00016652,U003691,P001183,点击,2026-03-05 13:47:35.795243,167
B00016653,U003146,P001612,加购,2026-02-20 03:10:35.795243,0
B00016654,U002325,P000221,浏览,2026-02-01 13:40:35.795243,222
B00016655,U000421,P000234,收藏,2026-01-05 09:17:35.795243,0
B00016656,U003045,P001916,浏览,2026-02-10 18:19:35.795243,211
B00016657,U002105,P000909,收藏,2026-01-13 03:13:35.795243,0
B00016658,U004665,P000474,浏览,2025-12-29 11:50:35.795243,329
B00016659,U004165,P000481,浏览,2026-02-19 09:01:35.795243,499
B00016660,U003270,P001404,点击,2026-02-11 20:08:35.795243,52
B00016661,U001176,P001122,点击,2026-01-17 20:09:35.795243,119
B00016662,U000720,P001812,浏览,2026-02-20 15:15:35.795243,598
B00016663,U004284,P001711,收藏,2025-12-07 01:29:35.795243,0
B00016664,U001687,P000778,浏览,2025-12-15 05:19:35.795243,109
B00016665,U003119,P000193,点击,2026-01-23 13:57:35.795243,434
B00016666,U003572,P000820,加购,2026-01-06 21:53:35.795243,0
B00016667,U000180,P000319,浏览,2025-12-15 12:38:35.795243,332
B00016668,U001773,P001693,收藏,2025-12-15 22:16:35.795243,0
B00016669,U000008,P000438,点击,2026-01-08 13:55:35.795243,53
B00016670,U004256,P000638,浏览,2026-01-22 00:05:35.795243,581
B00016671,U002518,P000086,加购,2026-02-28 07:12:35.795243,0
B00016672,U004101,P000562,加购,2026-01-11 13:04:35.795243,0
B00016673,U002888,P001601,浏览,2026-01-06 06:19:35.795243,145
B00016674,U004477,P001068,点击,2026-02-19 15:04:35.795243,538
B00016675,U002003,P001288,点击,2025-12-10 15:31:35.795243,60
B00016676,U003756,P000249,点击,2026-02-11 08:11:35.795243,418
B00016677,U000973,P000777,加购,2026-02-28 07:04:35.795243,0
B00016678,U004400,P000023,加购,2026-02-03 16:16:35.795243,0
B00016679,U002821,P000764,浏览,2025-12-18 13:04:35.795243,361
B00016680,U003036,P000212,浏览,2026-02-11 01:40:35.795243,105
B00016681,U003743,P000930,点击,2026-02-17 14:15:35.795243,363
B00016682,U004368,P001552,点击,2026-02-17 12:46:35.795243,141
B00016683,U004219,P001271,浏览,2025-12-26 05:31:35.795243,463
B00016684,U004607,P001533,加购,2026-01-15 21:56:35.795243,0
B00016685,U002327,P001262,收藏,2026-02-09 10:47:35.795243,0
B00016686,U003439,P000702,浏览,2026-02-02 13:32:35.795243,38
B00016687,U002839,P001024,点击,2026-01-02 08:54:35.795243,101
B00016688,U004816,P000727,点击,2026-01-19 13:12:35.795243,160
B00016689,U001874,P000577,收藏,2026-02-20 14:32:35.795243,0
B00016690,U000397,P001998,加购,2026-02-20 01:49:35.795243,0
B00016691,U002349,P001716,点击,2025-12-21 02:32:35.795243,500
B00016692,U003466,P000625,点击,2026-03-01 02:32:35.795243,287
B00016693,U004699,P001687,加购,2026-01-27 00:49:35.795243,0
B00016694,U004312,P001062,点击,2026-01-05 15:02:35.795243,6
B00016695,U000001,P000890,浏览,2025-12-13 00:55:35.795243,122
B00016696,U001195,P001960,浏览,2026-02-23 02:28:35.795243,153
B00016697,U003041,P000370,浏览,2025-12-22 05:46:35.795243,439
B00016698,U001100,P000776,点击,2025-12-12 14:47:35.795243,483
B00016699,U003552,P001824,点击,2026-01-24 06:22:35.795243,432
B00016700,U002672,P001576,收藏,2026-01-28 04:41:35.795243,0
B00016701,U000762,P001730,浏览,2025-12-05 21:55:35.795243,277
B00016702,U004363,P000432,浏览,2026-02-21 18:09:35.795243,142
B00016703,U000096,P001293,收藏,2026-01-04 20:30:35.795243,0
B00016704,U004017,P000123,浏览,2026-01-08 06:54:35.795243,277
B00016705,U002801,P001051,收藏,2026-02-20 12:14:35.795243,0
B00016706,U001574,P001710,浏览,2025-12-13 06:17:35.795243,329
B00016707,U004408,P000583,浏览,2026-02-09 03:38:35.795243,312
B00016708,U000267,P000003,浏览,2025-12-20 18:55:35.795243,508
B00016709,U003665,P000853,浏览,2026-01-07 13:21:35.795243,427
B00016710,U001122,P001341,收藏,2026-01-02 03:40:35.795243,0
B00016711,U002605,P001096,收藏,2026-02-01 21:40:35.795243,0
B00016712,U003206,P001985,浏览,2025-12-28 21:56:35.795243,509
B00016713,U004651,P000145,加购,2026-02-09 21:48:35.795243,0
B00016714,U001118,P001434,点击,2025-12-27 02:52:35.795243,91
B00016715,U003252,P001309,点击,2026-02-13 17:02:35.795243,159
B00016716,U001895,P000072,收藏,2025-12-14 20:43:35.795243,0
B00016717,U002304,P001958,收藏,2026-01-13 13:46:35.795243,0
B00016718,U003006,P001203,点击,2026-02-21 02:59:35.795243,145
B00016719,U002802,P001067,点击,2026-01-15 12:03:35.795243,311
B00016720,U003917,P001224,点击,2026-01-27 21:29:35.795243,469
B00016721,U001653,P000776,点击,2025-12-07 04:23:35.795243,558
B00016722,U004654,P000409,点击,2026-01-05 09:22:35.795243,159
B00016723,U004777,P001258,点击,2026-01-23 17:46:35.795243,174
B00016724,U002438,P000362,浏览,2026-01-11 02:18:35.795243,126
B00016725,U002774,P001526,收藏,2025-12-24 08:30:35.795243,0
B00016726,U004833,P001148,浏览,2025-12-28 21:39:35.795243,245
B00016727,U004046,P000311,点击,2026-02-12 15:03:35.795243,147
B00016728,U002096,P000173,点击,2026-01-15 12:12:35.795243,359
B00016729,U002659,P000475,点击,2026-02-11 09:36:35.795243,563
B00016730,U002843,P001238,浏览,2026-03-04 05:38:35.795243,539
B00016731,U003334,P000835,点击,2026-01-18 04:04:35.795243,30
B00016732,U002301,P000825,收藏,2026-03-02 00:43:35.795243,0
B00016733,U001727,P001585,浏览,2026-02-18 05:49:35.795243,516
B00016734,U000513,P001269,点击,2025-12-25 06:38:35.795243,419
B00016735,U000796,P001078,浏览,2026-03-05 00:23:35.795243,103
B00016736,U004960,P001967,点击,2026-03-05 22:17:35.795243,135
B00016737,U004252,P001728,浏览,2026-02-09 08:04:35.795243,137
B00016738,U001627,P001126,收藏,2026-02-14 05:13:35.795243,0
B00016739,U003282,P001521,浏览,2025-12-27 23:08:35.795243,494
B00016740,U004420,P000536,浏览,2025-12-15 16:48:35.795243,5
B00016741,U001065,P000574,收藏,2025-12-12 02:29:35.795243,0
B00016742,U000362,P001825,加购,2026-02-27 16:38:35.795243,0
B00016743,U002420,P000611,浏览,2026-01-06 20:35:35.795243,444
